kind,identifier,detail
name_variant_between_exchanges,INE891B01012,DCM Financial Services Limited | DCM Financial Services Ltd
name_variant_between_exchanges,INE08KP01019,DCM Nouvelle Limited | DCM Nouvelle Ltd
name_variant_between_exchanges,INE499A01024,DCM Shriram Limited | DCM Shriram Ltd
name_variant_between_exchanges,INE0OU201013,DCM Shriram International Limited | DCM Shriram International Ltd
name_variant_between_exchanges,INE843D01027,DCM Shriram Industries Limited | DCM Shriram Industries Ltd
name_variant_between_exchanges,INE500A01029,DCW Limited | DCW Ltd
name_variant_between_exchanges,INE0KL801015,DCX Systems Limited | DCX Systems Ltd
name_variant_between_exchanges,INE0HR601026,Ddev Plastiks Industries Limited | Ddev Plastiks Industries Ltd
name_variant_between_exchanges,INE583C01021,Deccan Cements Limited | Deccan Cements Ltd
name_variant_between_exchanges,INE945F01025,Deccan Gold Mines Limited | Deccan Gold Mines Ltd
name_variant_between_exchanges,INE841L01016,DEE Development Engineers Limited | Dee Development Engineers Ltd
name_variant_between_exchanges,INE00IY01012,Deep Polymers Limited | Deep Polymers Ltd
name_variant_between_exchanges,INE1M2N01020,Deepa Jewellers Limited | Deepa Jewellers Ltd
name_variant_between_exchanges,INE501A01019,Deepak Fertilisers & Petrochemicals Corporation Ltd | Deepak Fertilizers and Petrochemicals Corporation Limited
name_variant_between_exchanges,INE288B01029,Deepak Nitrite Limited | Deepak Nitrite Ltd
name_variant_between_exchanges,INE0FHS01024,Deep Industries Limited | Deep Industries Ltd
name_variant_between_exchanges,INE148O01028,Delhivery Limited | Delhivery Ltd
name_variant_between_exchanges,INE726L01027,DELPHI WORLD MONEY LIMITED | Delphi World Money Ltd
name_variant_between_exchanges,INE124G01033,Delta Corp Limited | Delta Corp Ltd
name_variant_between_exchanges,INE393A01011,Delta Manufacturing Limited | Delta Manufacturing Ltd
name_variant_between_exchanges,INE947J01015,Den Networks Limited | Den Networks Ltd
name_variant_between_exchanges,INE244A01016,De Nora India Limited | De Nora India Ltd
name_variant_between_exchanges,INE0R4L01018,Denta Water and Infra Solutions Limited | Denta Water and Infra Solutions Ltd
name_variant_between_exchanges,INE060X01034,Dev Information Technology Limited | Dev Information Technology Ltd
name_variant_between_exchanges,INE0VOV01021,Dev Accelerator Limited | Dev Accelerator Ltd
name_variant_between_exchanges,INE872J01023,Devyani International Limited | Devyani International Ltd
name_variant_between_exchanges,INE03JI01017,Digicontent Limited | Digicontent Ltd
name_variant_between_exchanges,INE260R01016,Dhabriya Polywood Limited | Dhabriya Polywood Ltd
name_variant_between_exchanges,INE041A01016,Dhampur Sugar Mills Limited | Dhampur Sugar Mills Ltd
name_variant_between_exchanges,INE680A01011,Dhanlaxmi Bank Limited | Dhanlaxmi Bank Ltd
name_variant_between_exchanges,INE435G01025,Dhanuka Agritech Limited | Dhanuka Agritech Ltd
name_variant_between_exchanges,INE278R01034,DHARAN INFRA-EPC LIMITED | Dharan Infra-EPC Ltd
name_variant_between_exchanges,INE00OQ01016,Dharmaj Crop Guard Limited | Dharmaj Crop Guard Ltd
name_variant_between_exchanges,INE715T01031,Dhatre Udyog Limited | Dhatre Udyog Ltd
name_variant_between_exchanges,INE01NH01023,Dhoot Transmission Limited | Dhoot Transmission Ltd
name_variant_between_exchanges,INE506Z01015,Dhruv Consultancy Services Limited | Dhruv Consultancy Services Ltd
name_variant_between_exchanges,INE320L01011,Dhunseri Investments Limited | Dhunseri Investments Ltd
name_variant_between_exchanges,INE989C01038,Diamond Power Infrastructure Limited | Diamond Power Infrastructure Ltd
name_variant_between_exchanges,INE591D01014,Diamines & Chemicals Limited | Diamines & Chemicals Ltd
name_variant_between_exchanges,INE393P01035,Prataap Snacks Limited | Prataap Snacks Ltd
name_variant_between_exchanges,INE303A01010,DIC India Limited | DIC India Ltd
name_variant_between_exchanges,INE184O01015,Diffusion Engineers Limited | Diffusion Engineers Ltd
name_variant_between_exchanges,INE0PSC01024,Digidrive Distributors Limited | Digidrive Distributors Ltd
name_variant_between_exchanges,INE927C01020,DiGiSPICE Technologies Limited | Digispice Technologies Ltd
name_variant_between_exchanges,INE0U4701011,Digitide Solutions Limited | Digitide Solutions Ltd
name_variant_between_exchanges,INE731U01028,Digjam Limited | Digjam Ltd
name_variant_between_exchanges,INE131C01011,Disa India Limited | Disa India Ltd
name_variant_between_exchanges,INE836F01026,Dish TV India Limited | Dish TV India Ltd
name_variant_between_exchanges,INE753U01022,DIVGI TORQTRANSFER SYSTEMS Ltd | Divgi Torqtransfer Systems Limited
name_variant_between_exchanges,INE361B01024,Divi's Laboratories Limited | Divis Laboratories Ltd
name_variant_between_exchanges,INE935N01020,Dixon Technologies (India) Limited | Dixon Technologies (India) Ltd
name_variant_between_exchanges,INE0B1K01014,DJ Mediaprint & Logistics Limited | DJ Mediaprint & Logistics Ltd
name_variant_between_exchanges,INE271C01023,DLF Limited | DLF Ltd
name_variant_between_exchanges,INE250K01012,D-Link (India) Limited | D-Link (India) Ltd
name_variant_between_exchanges,INE192R01011,Avenue Supermarts Limited | Avenue Supermarts Ltd
name_variant_between_exchanges,INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED | DMCC Speciality Chemicals Ltd
name_variant_between_exchanges,INE016M01021,Diligent Media Corporation Limited | Diligent Media Corporation Ltd
name_variant_between_exchanges,INE021O01019,Dodla Dairy Limited | Dodla Dairy Ltd
name_variant_between_exchanges,INE966A01022,Dolat Algotech Limited | Dolat Algotech Ltd
name_variant_between_exchanges,INE325C01035,Dollar Industries Limited | Dollar Industries Ltd
name_variant_between_exchanges,INE920A01037,Dolphin Offshore Enterprises (India) Limited | Dolphin Offshore Enterprises (India) Ltd
name_variant_between_exchanges,INE321T01012,DOMS Industries Limited | DOMS Industries Ltd
name_variant_between_exchanges,INE668D01028,Donear Industries Limited | Donear Industries Ltd
name_variant_between_exchanges,INE266Y01019,D. P. Abhushan Limited | D.P. Abhushan Ltd
name_variant_between_exchanges,INE864X01013,D P Wires Limited | D.P. Wires Ltd
name_variant_between_exchanges,INE934C01018,Dr Agarwals Eye Hospital Limited | Dr Agarwals Eye Hospital Ltd
name_variant_between_exchanges,INE03RS01027,DRC Systems India Limited | DRC Systems India Ltd
name_variant_between_exchanges,INE0JS101016,Dreamfolks Services Limited | Dreamfolks Services Ltd
name_variant_between_exchanges,INE506A01018,Dredging Corporation of India Limited | Dredging Corporation of India Ltd
name_variant_between_exchanges,INE089A01031,Dr Reddys Laboratories Ltd | Dr. Reddy's Laboratories Limited
name_variant_between_exchanges,INE0OFM01015,DCM Shriram Fine Chemicals Limited | DCM Shriram Fine Chemicals Ltd
name_variant_between_exchanges,INE891A01022,DS Kulkarni Developers Limited | DS Kulkarni Developers Ltd
name_variant_between_exchanges,INE417B01040,Dynacons Systems & Solutions Limited | Dynacons Systems & Solutions Ltd
name_variant_between_exchanges,INE341R01014,Dhunseri Tea & Industries Limited | Dhunseri Tea & Industries Ltd
name_variant_between_exchanges,INE741L01018,Ducon Infratechnologies Limited | Ducon Infratechnologies Ltd
name_variant_between_exchanges,INE477B01010,Dhunseri Ventures Limited | Dhunseri Ventures Ltd
name_variant_between_exchanges,INE366A01041,Dwarikesh Sugar Industries Limited | Dwarikesh Sugar Industries Ltd
name_variant_between_exchanges,INE600Y01019,Dynamic Cables Limited | Dynamic Cables Ltd
name_variant_between_exchanges,INE221B01012,Dynamatic Technologies Limited | Dynamatic Technologies Ltd
name_variant_between_exchanges,INE256H01015,Dynemic Products Limited | Dynemic Products Ltd
name_variant_between_exchanges,INE255Z01027,E2E Networks Limited | E2E Networks Ltd
name_variant_between_exchanges,INE07O001026,Easy Trip Planners Limited | Easy Trip Planners Ltd
name_variant_between_exchanges,INE962C01035,Eastern Silk Industries Limited | Eastern Silk Industries Ltd
name_variant_between_exchanges,INE595R01023,East West Freight Carriers Limited | East West Freight Carriers Ltd
name_variant_between_exchanges,INE18JU01028,GNG Electronics Limited | GNG Electronics Ltd
name_variant_between_exchanges,INE432F01032,EBIX Limited | EBIX Ltd
name_variant_between_exchanges,INE738I01010,eClerx Services Limited | eClerx Services Ltd
name_variant_between_exchanges,INE316A01038,Eco Recycling Limited | Eco Recycling Ltd
name_variant_between_exchanges,INE06HJ01020,ECOS (India) Mobility & Hospitality Ltd | Ecos (India) Mobility & Hospitality Limited
name_variant_between_exchanges,INE532F01054,Edelweiss Financial Services Limited | Edelweiss Financial Services Ltd
name_variant_between_exchanges,INE886D01026,EFC (I) Limited | EFC (I) Ltd
name_variant_between_exchanges,INE066A01021,Eicher Motors Limited | Eicher Motors Ltd
name_variant_between_exchanges,INE126A01031,EID Parry India Limited | EID Parry India Ltd
name_variant_between_exchanges,INE0LLY01014,Enviro Infra Engineers Limited | Enviro Infra Engineers Ltd
name_variant_between_exchanges,INE276C01014,EIH Associated Hotels Limited | EIH Associated Hotels Ltd
name_variant_between_exchanges,INE230A01023,EIH Limited | EIH Ltd
name_variant_between_exchanges,INE158B01016,Eimco Elecon (India) Limited | Eimco Elecon (India) Ltd
name_variant_between_exchanges,INE184H01027,Everest Kanto Cylinder Limited | Everest Kanto Cylinder Ltd
name_variant_between_exchanges,INE0CPR01018,EKI Energy Services Limited | EKI Energy Services Ltd
name_variant_between_exchanges,INE280B01018,Elantas Beck India Limited | Elantas Beck India Ltd
name_variant_between_exchanges,INE927X01018,EL CID Investments Limited | EL CID Investments Ltd
name_variant_between_exchanges,INE668G01021,Eldeco Housing & Industries Ltd | Eldeco Housing And Industries Limited
name_variant_between_exchanges,INE205B01031,Elecon Engineering Company Limited | Elecon Engineering Company Ltd
name_variant_between_exchanges,INE086A01029,Electrosteel Castings Limited | Electrosteel Castings Ltd
name_variant_between_exchanges,INE822G01016,Electrotherm (India) Limited | Electrotherm (India) Ltd
name_variant_between_exchanges,INE285A01027,Elgi Equipments Limited | Elgi Equipments Ltd
name_variant_between_exchanges,INE050401020,Elin Electronics Limited | Elin Electronics Ltd
name_variant_between_exchanges,INE669R01026,Elitecon International Limited | Elitecon International Ltd
name_variant_between_exchanges,INE236E01022,Ellenbarrie Industrial Gases Limited | Ellenbarrie Industrial Gases Ltd
name_variant_between_exchanges,INE579B01039,Elpro International Limited | Elpro International Ltd
name_variant_between_exchanges,INE548C01032,Emami Limited | Emami Ltd
name_variant_between_exchanges,INE830C01026,Emami Paper Mills Limited | Emami Paper Mills Ltd
name_variant_between_exchanges,INE778K01012,Emami Realty Limited | Emami Realty Ltd
name_variant_between_exchanges,INE069I01010,Embassy Developments Limited | Embassy Developments Ltd
name_variant_between_exchanges,INE168P01015,Emcure Pharmaceuticals Limited | Emcure Pharmaceuticals Ltd
name_variant_between_exchanges,INE02YR01019,Electronics Mart India Limited | Electronics Mart India Ltd
name_variant_between_exchanges,INE296H01011,Emkay Global Financial Services Limited | Emkay Global Financial Services Ltd
name_variant_between_exchanges,INE753K01015,Emmbi Industries Limited | Emmbi Industries Ltd
name_variant_between_exchanges,INE1C6T01020,Emmvee Photovoltaic Power Limited | Emmvee Photovoltaic Power Ltd
name_variant_between_exchanges,INE515H01014,Empire Industries Limited | Empire Industries Ltd
name_variant_between_exchanges,INE507F01023,Empower India Limited | Empower India Ltd
name_variant_between_exchanges,INE0OV601013,EMS Limited | EMS Ltd
name_variant_between_exchanges,INE01QM01018,eMudhra Limited | eMudhra Ltd
name_variant_between_exchanges,INE913H01037,Endurance Technologies Limited | Endurance Technologies Ltd
name_variant_between_exchanges,INE306C01019,Energy Development Company Limited | Energy Development Company Ltd
name_variant_between_exchanges,INE510A01028,Engineers India Limited | Engineers India Ltd
name_variant_between_exchanges,INE265F01028,Entertainment Network (India) Limited | Entertainment Network (India) Ltd
name_variant_between_exchanges,INE130L01014,Enkei Wheels (India) Limited | Enkei Wheels (India) Ltd
name_variant_between_exchanges,INE1NPP01017,Siemens Energy India Limited | Siemens Energy India Ltd
name_variant_between_exchanges,INE010601016,Entero Healthcare Solutions Limited | Entero Healthcare Solutions Ltd
name_variant_between_exchanges,INE0G5901015,EPACK Durable Limited | EPACK Durable Ltd
name_variant_between_exchanges,INE0MLS01022,EPack Prefab Technologies Limited | Epack Prefab Technologies Ltd
name_variant_between_exchanges,INE071N01016,Epigral Limited | Epigral Ltd
name_variant_between_exchanges,INE255A01020,EPL Limited | EPL Ltd
name_variant_between_exchanges,INE217G01035,Equippp Social Impact Technologies Limited | Equippp Social Impact Technologies Ltd
name_variant_between_exchanges,INE063P01018,Equitas Small Finance Bank Limited | Equitas Small Finance Bank Ltd
name_variant_between_exchanges,INE406M01024,Eris Lifesciences Limited | Eris Lifesciences Ltd
name_variant_between_exchanges,INE284A01012,Esab India Limited | Esab India Ltd
name_variant_between_exchanges,INE818W01011,ESAF Small Finance Bank Limited | ESAF Small Finance Bank Ltd
name_variant_between_exchanges,INE042A01014,Escorts Kubota Limited | Escorts Kubota Ltd
name_variant_between_exchanges,INE0DRI01029,ESDS Software Solution Limited | ESDS Software Solution Ltd
name_variant_between_exchanges,INE122M01019,Essar Shipping Limited | Essar Shipping Ltd
name_variant_between_exchanges,INE418N01035,Integra Essentia Limited | Integra Essentia Ltd
name_variant_between_exchanges,INE778B01029,Ester Industries Limited | Ester Industries Ltd
name_variant_between_exchanges,INE758T01015,ETERNAL LIMITED | Eternal Ltd
name_variant_between_exchanges,INE04TZ01018,Ethos Limited | Ethos Ltd
name_variant_between_exchanges,INE0KCE01017,Eureka Forbes Limited | Eureka Forbes Ltd
name_variant_between_exchanges,INE505V01016,Euro Panel Products Limited | Euro Panel Products Ltd
name_variant_between_exchanges,INE198501012,Euro Pratik Sales Limited | Euro Pratik Sales Ltd
name_variant_between_exchanges,INE022C01012,Eurotex Industries and Exports Limited | Eurotex Industries and Exports Ltd
name_variant_between_exchanges,INE128A01029,Eveready Industries India Limited | Eveready Industries India Ltd
name_variant_between_exchanges,INE295A01018,Everest Industries Limited | Everest Industries Ltd
name_variant_between_exchanges,INE369A01029,Excel Industries Limited | Excel Industries Ltd
name_variant_between_exchanges,INE606N01019,Excelsoft Technologies Limited | Excelsoft Technologies Ltd
name_variant_between_exchanges,INE777F01014,Exicom Tele-Systems Limited | Exicom Tele-Systems Ltd
name_variant_between_exchanges,INE302A01020,Exide Industries Limited | Exide Industries Ltd
name_variant_between_exchanges,INE201K01015,Expleo Solutions Limited | Expleo Solutions Ltd
name_variant_between_exchanges,INE0GFE01026,Exxaro Tiles Limited | Exxaro Tiles Ltd
name_variant_between_exchanges,INE0HF201011,Fabtech Technologies Limited | Fabtech Technologies Ltd
name_variant_between_exchanges,INE188A01015,Fertilizers and Chemicals Travancore Limited | Fertilizers and Chemicals Travancore Ltd
name_variant_between_exchanges,INE0DNW01011,Fairchem Organics Limited | Fairchem Organics Ltd
name_variant_between_exchanges,INE963C01033,Faze Three Limited | Faze Three Ltd
name_variant_between_exchanges,INE045J01034,Fineotex Chemical Limited | Fineotex Chemical Ltd
name_variant_between_exchanges,INE512B01022,FCS Software Solutions Limited | FCS Software Solutions Ltd
name_variant_between_exchanges,INE258B01022,FDC Limited | FDC Ltd
name_variant_between_exchanges,INE417D01020,Fedders Holding Limited | Fedders Holding Ltd
name_variant_between_exchanges,INE171A01029,Federal Bank Ltd | The Federal Bank  Limited
name_variant_between_exchanges,INE007N01010,Fedbank Financial Services Limited | Fedbank Financial Services Ltd
name_variant_between_exchanges,INE623B01027,Future Enterprises Limited | Future Enterprises Ltd
name_variant_between_exchanges,IN9623B01058,Future Enterprises Limited | Future Enterprises Ltd_DVR
name_variant_between_exchanges,INE225B01021,Fermenta Biotech Limited | Fermenta Biotech Ltd
name_variant_between_exchanges,INE296C01020,Fiberweb (India) Limited | Fiberweb India Ltd
name_variant_between_exchanges,INE737H01014,Fiem Industries Limited | Fiem Industries Ltd
name_variant_between_exchanges,INE816B01035,Filatex India Limited | Filatex India Ltd
name_variant_between_exchanges,INE185E01021,Filatex Fashions Limited | Filatex Fashions Ltd
name_variant_between_exchanges,INE235A01022,Finolex Cables Limited | Finolex Cables Ltd
name_variant_between_exchanges,INE686Y01026,Fine Organic Industries Limited | Fine Organic Industries Ltd
name_variant_between_exchanges,INE734I01027,Finkurve Financial Services Limited | Finkurve Financial Services Ltd
name_variant_between_exchanges,INE02NC01014,Fino Payments Bank Limited | Fino Payments Bank Ltd
name_variant_between_exchanges,INE183A01024,Finolex Industries Limited | Finolex Industries Ltd
name_variant_between_exchanges,INE02RE01045,Brainbees Solutions Limited | Brainbees Solutions Ltd
name_variant_between_exchanges,INE771F01041,Fischer Medical Ventures Limited | Fischer Medical Ventures Ltd
name_variant_between_exchanges,INE128S01021,Five-Star Business Finance Limited | Five-Star Business Finance Ltd
name_variant_between_exchanges,INE00Y201027,Flair Writing Industries Limited | Flair Writing Industries Ltd
name_variant_between_exchanges,INE060J01017,Flexituff Ventures International Limited | Flexituff Ventures International Ltd
name_variant_between_exchanges,INE452O01016,Future Lifestyle Fashions Limited | Future Lifestyle Fashions Ltd
name_variant_between_exchanges,INE09N301011,Gujarat Fluorochemicals Limited | Gujarat Fluorochemicals Ltd
name_variant_between_exchanges,INE529A01010,Federal-Mogul Goetze (India) Limited. | Federal-Mogul Goetze (India) Ltd
name_variant_between_exchanges,INE360L01017,Future Market Networks Limited | Future Market Networks Ltd
name_variant_between_exchanges,INE976E01023,Foods & Inns Limited | Foods & Inns Ltd
name_variant_between_exchanges,INE061F01013,Fortis Healthcare Limited | Fortis Healthcare Ltd
name_variant_between_exchanges,INE519A01011,Foseco India Limited | Foseco India Ltd
name_variant_between_exchanges,INE212S01015,Fractal Analytics Limited | Fractal Analytics Ltd
name_variant_between_exchanges,INE194R01017,Fredun Pharmaceuticals Limited | Fredun Pharmaceuticals Ltd
name_variant_between_exchanges,INE572D01014,Frontier Springs Limited | Frontier Springs Ltd
name_variant_between_exchanges,INE684F01012,Firstsource Solutions Limited | Firstsource Solutions Ltd
name_variant_between_exchanges,INE139R01012,Fusion Finance Limited | Fusion Finance Ltd
name_variant_between_exchanges,INE524A01029,Gabriel India Limited | Gabriel India Ltd
name_variant_between_exchanges,INE036B01030,Gujarat Ambuja Exports Limited | Gujarat Ambuja Exports Ltd
name_variant_between_exchanges,INE129A01019,GAIL (India) Limited | Gail (India) Ltd
name_variant_between_exchanges,INE18UN01038,Gaja Alternative Asset Management Limited | Gaja Alternative Asset Management Ltd
name_variant_between_exchanges,INE0RE001014,Gala Precision Engineering Limited | Gala Precision Engineering Ltd
name_variant_between_exchanges,INE600K01018,Galaxy Surfactants Limited | Galaxy Surfactants Ltd
name_variant_between_exchanges,INE297H01019,Gallantt Ispat Limited | Gallantt Ispat Ltd
name_variant_between_exchanges,INE717W01049,Gandhar Oil Refinery (India) Limited | Gandhar Oil Refinery (India) Ltd
name_variant_between_exchanges,INE524B01027,Gandhi Special Tubes Limited | Gandhi Special Tubes Ltd
name_variant_between_exchanges,INE845D01014,Ganesha Ecosphere Limited | Ganesha Ecosphere Ltd
name_variant_between_exchanges,INE388A01029,Ganesh Benzoplast Limited | Ganesh Benzoplast Ltd
name_variant_between_exchanges,INE652V01016,Ganesh Consumer Products Limited | Ganesh Consumer Products Ltd
name_variant_between_exchanges,INE460C01014,GANESH HOUSING LIMITED | Ganesh Housing Ltd
name_variant_between_exchanges,INE335W01016,Ganges Securities Limited | Ganges Securities Ltd
name_variant_between_exchanges,INE276A01018,Garware Technical Fibres Limited | Garware Technical Fibres Ltd
name_variant_between_exchanges,INE0JVO01026,Garuda Construction and Engineering Limited | Garuda Construction and Engineering Ltd
name_variant_between_exchanges,INE224E01028,GACM Technologies Limited | GACM Technologies Ltd
name_variant_between_exchanges,INE224E01036,GACM Technologies Limited | GACM Technologies Ltd
name_variant_between_exchanges,INE079J01017,Gateway Distriparks Limited | Gateway Distriparks Ltd
name_variant_between_exchanges,INE0P8B01020,Gaudium IVF and Women Health Limited | Gaudium IVF and Women Health Ltd
name_variant_between_exchanges,INE287Z01012,Gayatri Highways Limited | Gayatri Highways Ltd
name_variant_between_exchanges,INE336H01023,Gayatri Projects Limited | Gayatri Projects Ltd
name_variant_between_exchanges,INE199P01028,Gretex Corporate Services Limited | Gretex Corporate Services Ltd
name_variant_between_exchanges,INE916G01016,GeeCee Ventures Limited | GeeCee Ventures Ltd
name_variant_between_exchanges,INE06XZ01023,Gem Aromatics Limited | Gem Aromatics Ltd
name_variant_between_exchanges,INE854S01022,Generic Engineering Construction and Projects Limited | Generic Engineering Construction and Projects Ltd
name_variant_between_exchanges,INE727B01026,Genesys International Corporation Limited | Genesys International Corporation Ltd
name_variant_between_exchanges,INE06H201014,Gensol Engineering Limited | Gensol Engineering Ltd
name_variant_between_exchanges,INE949P01018,Genus Paper & Boards Limited | Genus Paper & Boards Ltd
name_variant_between_exchanges,INE955D01029,Genus Power Infrastructures Limited | Genus Power Infrastructures Ltd
name_variant_between_exchanges,INE007B01023,Geojit Financial Services Limited | Geojit Financial Services Ltd
name_variant_between_exchanges,INE017A01032,Great Eastern Shipping Company Ltd | The Great Eastern Shipping Company Limited
name_variant_between_exchanges,INE538A01037,GFL Limited | GFL Ltd
name_variant_between_exchanges,INE534A01028,Grand Foundry Limited | Grand Foundry Ltd
name_variant_between_exchanges,INE539A01019,GHCL Limited | GHCL Ltd
name_variant_between_exchanges,INE0PA801013,GHCL Textiles Limited | GHCL Textiles Ltd
name_variant_between_exchanges,INE289B01019,GIC Housing Finance Limited | GIC Housing Finance Ltd
name_variant_between_exchanges,INE047B01011,Gillanders Arbuthnot & Company Limited | Gillanders Arbuthnot & Company Ltd
name_variant_between_exchanges,INE322A01010,Gillette India Limited | Gillette India Ltd
name_variant_between_exchanges,INE424C01010,Ginni Filaments Limited | Ginni Filaments Ltd
name_variant_between_exchanges,INE162A01010,Gujarat Industries Power Company Limited | Gujarat Industries Power Company Ltd
name_variant_between_exchanges,INE265D01015,GKB Ophthalmics Limited | GKB Ophthalmics Ltd
name_variant_between_exchanges,INE1AG301022,GK Energy Limited | GK Energy Ltd
name_variant_between_exchanges,INE0V0W01025,Gujarat Kidney And Super Speciality Limited | Gujarat Kidney and Super Speciality Ltd
name_variant_between_exchanges,INE068V01023,Gland Pharma Limited | Gland Pharma Ltd
name_variant_between_exchanges,INE159A01016,GlaxoSmithKline Pharmaceuticals Limited | GlaxoSmithKline Pharmaceuticals Ltd
name_variant_between_exchanges,INE935A01035,Glenmark Pharmaceuticals Limited | Glenmark Pharmaceuticals Ltd
name_variant_between_exchanges,INE540A01017,Gujarat Lease Financing Limited | Gujarat Lease Financing Ltd
name_variant_between_exchanges,INE0URU01010,Globale Tessile Limited | Globale Tessile Ltd
name_variant_between_exchanges,INE792H01019,Global Vectra Helicorp Limited | Global Vectra Helicorp Ltd
name_variant_between_exchanges,INE0V3U01015,Globe Civil Projects Limited | Globe Civil Projects Ltd
name_variant_between_exchanges,INE615I01010,Globus Spirits Limited | Globus Spirits Ltd
name_variant_between_exchanges,INE350Z01018,Gloster Limited | Gloster Ltd
name_variant_between_exchanges,INE0TQE01026,Glottis Limited | Glottis Ltd
name_variant_between_exchanges,INE075D01018,GM Breweries Limited | GM Breweries Ltd
name_variant_between_exchanges,INE131A01031,Gujarat Mineral Development Corporation Limited | Gujarat Mineral Development Corporation Ltd
name_variant_between_exchanges,INE541A01023,GMM Pfaudler Limited | GMM Pfaudler Ltd
name_variant_between_exchanges,INE776C01039,GMR AIRPORTS LIMITED | GMR Airports Ltd
name_variant_between_exchanges,INE0CU601026,GMR Power and Urban Infra Limited | GMR Power and Urban Infra Ltd
name_variant_between_exchanges,INE934S01014,G N A Axles Ltd | GNA Axles Limited
name_variant_between_exchanges,INE113A01013,Gujarat Narmada Valley Fertilizers & Chemicals Ltd | Gujarat Narmada Valley Fertilizers and Chemicals Limited
name_variant_between_exchanges,INE207H01018,Gujarat Natural Resources Limited | Gujarat Natural Resources Ltd
name_variant_between_exchanges,INE426D01013,Goa Carbon Limited | Goa Carbon Ltd
name_variant_between_exchanges,INE077F01035,GOCL Corporation Limited | GOCL Corporation Ltd
name_variant_between_exchanges,INE0BJS01011,Go Fashion (India) Limited | Go Fashion (India) Ltd
name_variant_between_exchanges,INE497S01012,Godavari Biorefineries Limited | Godavari Biorefineries Ltd
name_variant_between_exchanges,INE260B01028,Godfrey Phillips India Limited | Godfrey Phillips India Ltd
name_variant_between_exchanges,INE03JT01014,Go Digit General Insurance Limited | Go Digit General Insurance Ltd
name_variant_between_exchanges,INE850D01014,Godrej Agrovet Limited | Godrej Agrovet Ltd
name_variant_between_exchanges,INE102D01028,Godrej Consumer Products Limited | Godrej Consumer Products Ltd
name_variant_between_exchanges,INE233A01035,Godrej Industries Limited | Godrej Industries Ltd
name_variant_between_exchanges,INE484J01027,Godrej Properties Limited | Godrej Properties Ltd
name_variant_between_exchanges,INE887G01027,Gokaldas Exports Limited | Gokaldas Exports Ltd
name_variant_between_exchanges,INE020J01029,Gokul Refoils & Solvent Ltd | Gokul Refoils and Solvent Limited
name_variant_between_exchanges,INE314T01033,Gokul Agro Resources Limited | Gokul Agro Resources Ltd
name_variant_between_exchanges,INE973A01010,Golden Tobacco Limited | Golden Tobacco Ltd
name_variant_between_exchanges,INE025B01025,Goldiam International Limited | Goldiam International Ltd
name_variant_between_exchanges,INE805A01014,AION-TECH SOLUTIONS LIMITED | Aion-Tech Solutions Ltd
name_variant_between_exchanges,INE127I01024,Goodluck India Limited | Goodluck India Ltd
name_variant_between_exchanges,INE533A01012,Goodyear India Limited | Goodyear India Ltd
name_variant_between_exchanges,INE0L9R01028,Gopal Snacks Limited | Gopal Snacks Ltd
name_variant_between_exchanges,INE705X01026,Goyal Aluminiums Limited | Goyal Aluminiums Ltd
name_variant_between_exchanges,INE177H01039,Godawari Power And Ispat limited | Godawari Power and Ispat Ltd
name_variant_between_exchanges,INE517F01014,Gujarat Pipavav Port Limited | Gujarat Pipavav Port Ltd
name_variant_between_exchanges,INE486R01017,GPT Healthcare Limited | GPT Healthcare Ltd
name_variant_between_exchanges,INE390G01014,GPT Infraprojects Limited | GPT Infraprojects Ltd
name_variant_between_exchanges,INE926B01016,Grand Oak Canyons Distillery Limited | Grand Oak Canyons Distillery Ltd
name_variant_between_exchanges,INE101D01020,Granules India Limited | Granules India Ltd
name_variant_between_exchanges,INE371A01025,Graphite India Limited | Graphite India Ltd
name_variant_between_exchanges,INE047A01021,Grasim Industries Limited | Grasim Industries Ltd
name_variant_between_exchanges,INE266D01021,Grauer & Weil India Limited | Grauer & Weil India Ltd
name_variant_between_exchanges,INE214F01026,Graviss Hospitality Limited | Graviss Hospitality Ltd
name_variant_between_exchanges,INE024L01027,Gravita India Limited | Gravita India Ltd
name_variant_between_exchanges,INE224A01026,Greaves Cotton Limited | Greaves Cotton Ltd
name_variant_between_exchanges,INE544R01021,Greenlam Industries Limited | Greenlam Industries Ltd
name_variant_between_exchanges,INE08ZM01014,Greenpanel Industries Limited | Greenpanel Industries Ltd
name_variant_between_exchanges,INE461C01038,Greenply Industries Limited | Greenply Industries Ltd
name_variant_between_exchanges,INE999K01014,Orient Green Power Company Limited | Orient Green Power Company Ltd
name_variant_between_exchanges,INE536A01023,Grindwell Norton Limited | Grindwell Norton Ltd
name_variant_between_exchanges,INE201P01022,G R Infraprojects Limited | G R Infraprojects Ltd
name_variant_between_exchanges,INE192H01020,GRM Overseas Limited | GRM Overseas Ltd
name_variant_between_exchanges,INE0HOQ01053,Billionbrains Garage Ventures Limited | Billionbrains Garage Ventures Ltd
name_variant_between_exchanges,INE137I01015,GRP Limited | GRP Ltd
name_variant_between_exchanges,INE382Z01011,Garden Reach Shipbuilders & Engineers Limited | Garden Reach Shipbuilders & Engineers Ltd
name_variant_between_exchanges,INE291A01017,Garware Hi-Tech Films Limited | Garware Hi-Tech Films Ltd
